round,client,loss,accuracy,Normal,DDoS_UDP,DDoS_ICMP,Ransomware,DDoS_HTTP,DDoS_TCP,Vulnerability_scanner,MITM
  Client  7    5.6%  ??,,,,,,,,,,,
  Client  8    8.6%  ????,,,,,,,,,,,
  Client  9    3.9%  ?,,,,,,,,,,,
  Client 10   12.2%  ??????,,,,,,,,,,,
,,,,,,,,,,,
?? Per-client evaluation ??,,,,,,,,,,,
,,,,,,,,,,,
  Client  1 ? loss=0.2192  acc=0.9271,,,,,,,,,,,
             Normal                    F1: 0.6509  ?????????????,,,,,,,,,,,
             DDoS_UDP                  F1: 0.8000  ????????????????,,,,,,,,,,,
             DDoS_ICMP                 F1: 0.9992  ???????????????????,,,,,,,,,,,
             Ransomware                F1: 0.9573  ???????????????????,,,,,,,,,,,
             DDoS_HTTP                 F1: 0.9993  ???????????????????,,,,,,,,,,,
             DDoS_TCP                  F1: 0.9137  ??????????????????,,,,,,,,,,,
             Vulnerability_scanner     F1: 0.9767  ???????????????????,,,,,,,,,,,
             MITM                      F1: 0.8983  ?????????????????,,,,,,,,,,,
  [WARNING] Could not write log row — file locked,,,,,,,,,,,
,,,,,,,,,,,
  Client  2 ? loss=0.2266  acc=0.9128,,,,,,,,,,,
             Normal                    F1: 0.9417  ??????????????????,,,,,,,,,,,
             DDoS_UDP                  F1: 0.7179  ??????????????,,,,,,,,,,,
             DDoS_ICMP                 F1: 1.0000  ????????????????????,,,,,,,,,,,
             Ransomware                F1: 0.9656  ???????????????????,,,,,,,,,,,
             DDoS_HTTP                 F1: 1.0000  ????????????????????,,,,,,,,,,,
             DDoS_TCP                  F1: 0.8656  ?????????????????,,,,,,,,,,,
             Vulnerability_scanner     F1: 0.6667  ?????????????,,,,,,,,,,,
             MITM                      F1: 0.8909  ?????????????????,,,,,,,,,,,
  [WARNING] Could not write log row — file locked,,,,,,,,,,,
,,,,,,,,,,,
  Client  3 ? loss=0.2202  acc=0.9261,,,,,,,,,,,
             Normal                    F1: 0.0775  ? ? low,,,,,,,,,,,
             DDoS_UDP                  F1: 0.8797  ?????????????????,,,,,,,,,,,
             DDoS_ICMP                 F1: 0.9994  ???????????????????,,,,,,,,,,,
             Ransomware                F1: 0.9668  ???????????????????,,,,,,,,,,,
             DDoS_HTTP                 F1: 0.9994  ???????????????????,,,,,,,,,,,
             DDoS_TCP                  F1: 0.8577  ?????????????????,,,,,,,,,,,
             Vulnerability_scanner     F1: 0.9657  ???????????????????,,,,,,,,,,,
             MITM                      F1: 0.8732  ?????????????????,,,,,,,,,,,
  [WARNING] Could not write log row — file locked,,,,,,,,,,,
,,,,,,,,,,,
  Client  4 ? loss=0.2488  acc=0.9174,,,,,,,,,,,
             Normal                    F1: 0.9805  ???????????????????,,,,,,,,,,,
             DDoS_UDP                  F1: 0.7032  ??????????????,,,,,,,,,,,
             DDoS_ICMP                 F1: 1.0000  ????????????????????,,,,,,,,,,,
             Ransomware                F1: 0.9579  ???????????????????,,,,,,,,,,,
             DDoS_HTTP                 F1: 0.9997  ???????????????????,,,,,,,,,,,
             DDoS_TCP                  F1: 0.2054  ???? ? low,,,,,,,,,,,
             Vulnerability_scanner     F1: 0.7750  ???????????????,,,,,,,,,,,
             MITM                      F1: 0.9123  ??????????????????,,,,,,,,,,,
  [WARNING] Could not write log row — file locked,,,,,,,,,,,
,,,,,,,,,,,
  Client  5 ? loss=0.0924  acc=0.9674,,,,,,,,,,,
             Normal                    F1: 0.1403  ?? ? low,,,,,,,,,,,
             DDoS_UDP                  F1: 0.8927  ?????????????????,,,,,,,,,,,
             DDoS_ICMP                 F1: 0.9989  ???????????????????,,,,,,,,,,,
             Ransomware                F1: 0.9596  ???????????????????,,,,,,,,,,,
             DDoS_HTTP                 F1: 0.9994  ???????????????????,,,,,,,,,,,
             DDoS_TCP                  F1: 0.9136  ??????????????????,,,,,,,,,,,
             Vulnerability_scanner     F1: 0.1209  ?? ? low,,,,,,,,,,,
             MITM                      F1: 0.7521  ???????????????,,,,,,,,,,,
  [WARNING] Could not write log row — file locked,,,,,,,,,,,
,,,,,,,,,,,
  Client  6 ? loss=0.1784  acc=0.9449,,,,,,,,,,,
             Normal                    F1: 0.8153  ????????????????,,,,,,,,,,,
             DDoS_UDP                  F1: 0.8726  ?????????????????,,,,,,,,,,,
             DDoS_ICMP                 F1: 0.9995  ???????????????????,,,,,,,,,,,
             Ransomware                F1: 0.9562  ???????????????????,,,,,,,,,,,
             DDoS_HTTP                 F1: 0.9998  ???????????????????,,,,,,,,,,,
             DDoS_TCP                  F1: 0.7038  ??????????????,,,,,,,,,,,
             Vulnerability_scanner     F1: 0.9431  ??????????????????,,,,,,,,,,,
             MITM                      F1: 0.8685  ?????????????????,,,,,,,,,,,
  [WARNING] Could not write log row — file locked,,,,,,,,,,,
,,,,,,,,,,,
  Client  7 ? loss=0.3076  acc=0.8967,,,,,,,,,,,
             Normal                    F1: 0.7009  ??????????????,,,,,,,,,,,
             DDoS_UDP                  F1: 0.8464  ????????????????,,,,,,,,,,,
             DDoS_ICMP                 F1: 1.0000  ????????????????????,,,,,,,,,,,
             Ransomware                F1: 0.9692  ???????????????????,,,,,,,,,,,
             DDoS_HTTP                 F1: 1.0000  ????????????????????,,,,,,,,,,,
             DDoS_TCP                  F1: 0.9011  ??????????????????,,,,,,,,,,,
             Vulnerability_scanner     F1: 0.9615  ???????????????????,,,,,,,,,,,
             MITM                      F1: 0.8852  ?????????????????,,,,,,,,,,,
  [WARNING] Could not write log row — file locked,,,,,,,,,,,
,,,,,,,,,,,
  Client  8 ? loss=0.2459  acc=0.9029,,,,,,,,,,,
             Normal                    F1: 0.5314  ??????????,,,,,,,,,,,
             DDoS_UDP                  F1: 0.8784  ?????????????????,,,,,,,,,,,
             DDoS_ICMP                 F1: 0.9989  ???????????????????,,,,,,,,,,,
             Ransomware                F1: 0.9608  ???????????????????,,,,,,,,,,,
             DDoS_HTTP                 F1: 0.9995  ???????????????????,,,,,,,,,,,
             DDoS_TCP                  F1: 0.8630  ?????????????????,,,,,,,,,,,
             Vulnerability_scanner     F1: 0.4593  ?????????,,,,,,,,,,,
             MITM                      F1: 0.8400  ????????????????,,,,,,,,,,,
  [WARNING] Could not write log row — file locked,,,,,,,,,,,
,,,,,,,,,,,
  Client  9 ? loss=0.2171  acc=0.9276,,,,,,,,,,,
             Normal                    F1: 0.9607  ???????????????????,,,,,,,,,,,
             DDoS_UDP                  F1: 0.0438   ? low,,,,,,,,,,,
             DDoS_ICMP                 F1: 0.9996  ???????????????????,,,,,,,,,,,
             Ransomware                F1: 0.9630  ???????????????????,,,,,,,,,,,
             DDoS_HTTP                 F1: 1.0000  ????????????????????,,,,,,,,,,,
             DDoS_TCP                  F1: 0.7196  ??????????????,,,,,,,,,,,
             Vulnerability_scanner     F1: 0.8665  ?????????????????,,,,,,,,,,,
             MITM                      F1: 0.9070  ??????????????????,,,,,,,,,,,
  [WARNING] Could not write log row — file locked,,,,,,,,,,,
,,,,,,,,,,,
  Client 10 ? loss=0.2614  acc=0.8871,,,,,,,,,,,
             Normal                    F1: 0.6367  ????????????,,,,,,,,,,,
             DDoS_UDP                  F1: 0.8561  ?????????????????,,,,,,,,,,,
             DDoS_ICMP                 F1: 0.9899  ???????????????????,,,,,,,,,,,
             Ransomware                F1: 0.9626  ???????????????????,,,,,,,,,,,
             DDoS_HTTP                 F1: 1.0000  ????????????????????,,,,,,,,,,,
             DDoS_TCP                  F1: 0.9066  ??????????????????,,,,,,,,,,,
             Vulnerability_scanner     F1: 0.2561  ????? ? low,,,,,,,,,,,
             MITM                      F1: 0.8883  ?????????????????,,,,,,,,,,,
  [WARNING] Could not write log row — file locked,,,,,,,,,,,
,,,,,,,,,,,
?? Round 24 summary ??,,,,,,,,,,,
  Loss: 0.2218  ?  Accuracy: 0.9210,,,,,,,,,,,
    Normal                    F1: 0.6436  ????????????,,,,,,,,,,,
    DDoS_UDP                  F1: 0.7491  ??????????????,,,,,,,,,,,
    DDoS_ICMP                 F1: 0.9985  ???????????????????,,,,,,,,,,,
    Ransomware                F1: 0.9619  ???????????????????,,,,,,,,,,,
    DDoS_HTTP                 F1: 0.9997  ???????????????????,,,,,,,,,,,
    DDoS_TCP                  F1: 0.7850  ???????????????,,,,,,,,,,,
    Vulnerability_scanner     F1: 0.6991  ?????????????,,,,,,,,,,,
    MITM                      F1: 0.8716  ?????????????????,,,,,,,,,,,
  [WARNING] Could not write log row — file locked,,,,,,,,,,,
,,,,,,,,,,,
  [Checkpoint saved — round 24/25],,,,,,,,,,,
