round,client,loss,accuracy,Normal,DDoS_UDP,DDoS_ICMP,Ransomware,DDoS_HTTP,DDoS_TCP,Vulnerability_scanner,MITM
22,MEAN,nan,0.0649,0.1152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,1,nan,0.0642,0.1207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,2,nan,0.2425,0.3904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,3,nan,0.0012,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,4,nan,0.0740,0.1379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,5,nan,0.0017,0.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,6,nan,0.0165,0.0325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,7,nan,0.0751,0.1397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,8,nan,0.0235,0.0458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,9,nan,0.0785,0.1455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,10,nan,0.0719,0.1341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,MEAN,nan,0.0649,0.1152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24,1,nan,0.0642,0.1207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24,2,nan,0.2425,0.3904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24,3,nan,0.0012,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24,4,nan,0.0740,0.1379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24,5,nan,0.0017,0.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24,6,nan,0.0165,0.0325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24,7,nan,0.0751,0.1397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24,8,nan,0.0235,0.0458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24,9,nan,0.0785,0.1455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
