round,client,loss,accuracy,Normal,DDoS_UDP,DDoS_ICMP,Ransomware,DDoS_HTTP,DDoS_TCP,Vulnerability_scanner,MITM
25,1,0.2219,0.9231,0.6763,0.8403,0.9996,0.6806,0.9997,0.928,0.9218,0.9068
25,2,0.204,0.9219,0.9516,0.8409,1,0.9687,1,0.826,0.6752,0.9101
25,3,0.2106,0.9231,0.0773,0.8852,0.9996,0.899,0.9992,0.8428,0.9143,0.9119
25,4,0.2152,0.924,0.9768,0.8581,1,0.9595,1,0.1229,0.7602,0.9256
25,5,0.0729,0.973,0.1686,0.8831,0.9994,0.9717,0.9992,0.9229,0.1806,0.8704
25,6,0.1687,0.9375,0.8057,0.8717,0.9995,0.9246,0.9998,0.6516,0.8782,0.8931
25,7,0.3063,0.8898,0.7101,0.8695,1,0.933,1,0.9001,0.9209,0.9091
25,8,0.2244,0.9116,0.5675,0.8888,0.9992,0.9707,0.9995,0.8569,0.5269,0.901
25,9,0.1954,0.9303,0.9559,0.2069,0.9996,0.963,0.9855,0.5805,0.8497,0.9144
25,10,0.2371,0.9021,0.6759,0.8752,0.9899,0.9713,0.9997,0.9147,0.3,0.9077
25,MEAN,0.2056,0.9236,0.6566,0.802,0.9987,0.9242,0.9983,0.7546,0.6928,0.905
