client,final_total_epsilon,dp_full_run_target_epsilon,noise_multiplier,dp_delta,dp_total_epochs_per_client
3,0.19179138504185872,0.2,25.0,1e-05,125
4,0.19466033659164228,0.2,28.75,1e-05,125
5,0.19055469493300514,0.2,25.0,1e-05,125
6,0.1979502324980627,0.2,22.5,1e-05,125
7,0.1961358860961126,0.2,30.0,1e-05,125
8,0.19263511147283402,0.2,31.25,1e-05,125
9,0.19893591972485966,0.2,21.25,1e-05,125
10,0.19598202081420635,0.2,20,1e-05,125
