client,final_total_epsilon,dp_full_run_target_epsilon,noise_multiplier,dp_delta,dp_total_epochs_per_client
3,14.998001475434032,15.0,0.8062744140625,1e-05,125
4,14.995724707376452,15.0,0.874481201171875,1e-05,125
5,14.995945248456877,15.0,0.80352783203125,1e-05,125
6,14.992393163621767,15.0,0.778656005859375,1e-05,125
7,14.994555402662666,15.0,0.89935302734375,1e-05,125
8,14.999901939006147,15.0,0.91033935546875,1e-05,125
9,14.997138754784759,15.0,0.759735107421875,1e-05,125
10,14.998630365345408,15.0,0.73394775390625,1e-05,125
