client,final_total_epsilon,dp_full_run_target_epsilon,noise_multiplier,dp_delta,dp_total_epochs_per_client
3,9.998858866691794,10.0,0.9674072265625,1e-05,125
4,9.996636942025507,10.0,1.06689453125,1e-05,125
5,9.990715207388032,10.0,0.9637451171875,1e-05,125
6,9.999740063405214,10.0,0.9271240234375,1e-05,125
7,9.992316204988732,10.0,1.103515625,1e-05,125
8,9.999656516302704,10.0,1.119384765625,1e-05,125
9,9.99480072694489,10.0,0.9002685546875,1e-05,125
10,9.997057736984111,10.0,0.86334228515625,1e-05,125
