round,client,loss,accuracy,Normal,DDoS_UDP,DDoS_ICMP,Ransomware,DDoS_HTTP,DDoS_TCP,Vulnerability_scanner,MITM,zkp_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent,round_time_s
12,3,0.374239,0.891340,0.092131,0.857310,0.999083,0.666667,0.986906,0.822308,0.661187,0.762676,0,0,0,N/A,0.00
12,4,0.188470,0.931501,0.951724,0.732858,0.988142,0.921348,0.996400,0.521739,0.544803,0.935583,0,1,0,N/A,0.00
12,5,0.185713,0.951785,0.171717,0.691556,0.998562,0.976276,0.997021,0.837252,0.176991,0.243176,0,0,0,N/A,0.00
12,6,0.202954,0.932128,0.796117,0.892934,0.998594,0.819757,0.997008,0.801688,0.647436,0.806643,0,1,0,N/A,0.00
12,7,0.761371,0.767217,0.721311,0.705968,1.000000,0.755578,0.519685,0.829175,0.677905,0.732628,0,1,0,N/A,0.00
12,8,0.431663,0.881207,0.565517,0.850159,0.996592,0.965517,0.994845,0.825933,0.400000,0.684385,0,1,0,N/A,0.00
12,9,0.242567,0.908702,0.935673,0.036364,0.999614,0.913221,0.819277,0.798587,0.596950,0.934048,0,1,0,N/A,0.00
12,10,0.690637,0.817998,0.667161,0.639011,0.951456,0.970933,0.986617,0.827755,0.243243,0.590618,0,1,0,N/A,0.00
12,MEAN,0.415480,0.875997,0.650425,0.625184,0.992545,0.822549,0.924230,0.788882,0.511816,0.688925,0,6,1.0000,14.9942,2789.86
13,1,0.368288,0.890418,0.745957,0.326648,0.998344,0.391559,0.981437,0.922744,0.813500,0.818898,0,0,1,N/A,0.00
13,2,0.380274,0.889194,0.913218,0.631757,0.995885,0.943508,0.963427,0.872912,0.611684,0.871868,0,0,1,N/A,0.00
13,3,0.276753,0.915735,0.096192,0.851778,0.999225,0.716900,0.987266,0.879321,0.824379,0.859363,0,0,0,N/A,0.00
13,4,0.314342,0.896313,0.930801,0.622113,0.988142,0.916097,0.996400,0.312057,0.626667,0.892761,0,1,0,N/A,0.00
13,5,0.105787,0.971681,0.205438,0.789474,0.998820,0.968270,0.997400,0.922532,0.183333,0.656000,0,0,0,N/A,0.00
13,6,0.195816,0.934352,0.740406,0.862016,0.998126,0.861011,0.996767,0.791058,0.785612,0.848358,0,1,0,N/A,0.00
13,7,0.492684,0.844967,0.760588,0.749407,1.000000,0.810437,0.519685,0.908843,0.800871,0.856861,0,1,0,N/A,0.00
13,8,0.300862,0.907617,0.581560,0.848961,0.996970,0.951658,0.995104,0.889770,0.500000,0.821145,0,1,0,N/A,0.00
13,9,0.301175,0.902181,0.935294,0.026549,0.999229,0.934571,0.804878,0.802360,0.758621,0.889373,0,1,0,N/A,0.00
13,10,0.392555,0.890683,0.712808,0.716346,0.943396,0.954009,0.986338,0.916131,0.254545,0.847430,0,1,0,N/A,0.00
13,MEAN,0.312854,0.904314,0.662226,0.642505,0.991814,0.844802,0.922870,0.821773,0.615921,0.836206,0,6,1.0000,14.9942,2744.00
14,1,0.354552,0.908817,0.667904,0.484581,0.954114,0.672377,0.998849,0.911645,0.920381,0.905350,0,0,1,N/A,0.00
14,2,0.336863,0.887927,0.914110,0.656934,0.870504,0.936189,0.997831,0.869056,0.596774,0.883721,0,0,1,N/A,0.00
14,3,0.292708,0.916802,0.070901,0.854506,0.995157,0.887640,0.998106,0.873416,0.864611,0.866740,0,0,0,N/A,0.00
14,4,0.265181,0.906395,0.929577,0.651579,0.902527,0.919842,0.999444,0.299625,0.671642,0.908736,0,1,0,N/A,0.00
14,5,0.129671,0.964943,0.154545,0.832772,0.998359,0.947396,0.998546,0.914140,0.102767,0.688525,0,0,0,N/A,0.00
14,6,0.197173,0.935899,0.672131,0.850656,0.993242,0.911111,0.998800,0.791923,0.845701,0.861413,0,1,0,N/A,0.00
14,7,0.457857,0.874572,0.699842,0.792062,0.874227,0.919365,1.000000,0.906244,0.906555,0.881951,0,1,0,N/A,0.00
14,8,0.347360,0.892220,0.501801,0.840850,0.992838,0.942548,0.997932,0.878146,0.319703,0.830716,0,1,0,N/A,0.00
14,9,0.252018,0.913875,0.934877,0.032787,0.994251,0.940834,0.985075,0.801187,0.818035,0.902754,0,1,0,N/A,0.00
14,10,0.458132,0.876638,0.645184,0.761242,0.657895,0.945635,0.998101,0.908653,0.188235,0.864686,0,1,0,N/A,0.00
14,MEAN,0.309152,0.907809,0.619087,0.675797,0.923311,0.902294,0.997268,0.815404,0.623440,0.859459,0,6,1.0000,14.9942,2711.29
15,1,1.057894,0.707970,0.440523,0.536585,0.950729,0.261142,0.997366,0.620635,0.771171,0.259936,0,0,1,N/A,0.00
15,2,0.535250,0.841494,0.855263,0.547425,0.870504,0.909605,0.997831,0.629981,0.586957,0.869826,0,0,1,N/A,0.00
15,3,0.721046,0.778766,0.032043,0.628991,0.994319,0.399758,0.995824,0.626218,0.768212,0.600895,0,0,0,N/A,0.00
15,4,0.222737,0.920530,0.929860,0.583725,0.844595,0.849284,0.996796,0.466667,0.596610,0.939903,0,1,0,N/A,0.00
15,5,0.348279,0.906529,0.061594,0.605697,0.996877,0.915581,0.996317,0.640551,0.136752,0.150221,0,0,0,N/A,0.00
15,6,0.397471,0.860582,0.564544,0.613323,0.988404,0.697879,0.996269,0.637500,0.757620,0.663897,0,1,0,N/A,0.00
15,7,1.198158,0.652072,0.473430,0.599311,0.874227,0.715363,1.000000,0.627983,0.782466,0.634627,0,1,0,N/A,0.00
15,8,0.879667,0.741613,0.299419,0.619204,0.990226,0.820865,0.996115,0.628377,0.472222,0.523019,0,1,0,N/A,0.00
15,9,0.214851,0.925793,0.902507,0.090909,0.994251,0.918330,0.985075,0.650000,0.712000,0.957430,0,1,0,N/A,0.00
15,10,1.282751,0.662275,0.414723,0.591631,0.653595,0.835454,0.997830,0.634336,0.231214,0.474508,0,1,0,N/A,0.00
15,MEAN,0.685810,0.799762,0.497391,0.541680,0.915773,0.732326,0.995942,0.616225,0.581522,0.607426,0,6,1.0000,14.9942,2646.78
16,1,0.319127,0.893349,0.814480,0.439394,0.998756,0.315399,0.981613,0.954818,0.689257,0.877049,0,0,1,N/A,0.00
16,2,0.290762,0.908611,0.929348,0.706087,1.000000,0.956558,0.964509,0.900212,0.583691,0.885315,0,0,1,N/A,0.00
16,3,0.201163,0.933676,0.163265,0.903331,0.999224,0.679397,0.987493,0.925926,0.701786,0.856624,0,0,0,N/A,0.00
16,4,0.252504,0.913117,0.952315,0.702895,1.000000,0.929750,0.996817,0.334545,0.553360,0.906659,0,1,0,N/A,0.00
16,5,0.067370,0.981379,0.283333,0.850794,0.998612,0.985544,0.997332,0.950901,0.187500,0.694215,0,0,0,N/A,0.00
16,6,0.162456,0.946534,0.893733,0.914148,0.999531,0.834753,0.997488,0.875336,0.667752,0.850034,0,1,0,N/A,0.00
